storeid,name,picturepath,participating,mobile1,mobile2,smartphone,dataconn,tabwithdataconn,landline,city,area,sector,landmark,pincode,storetype,storesize,discountavailable,discounttype,discountpercent,discountcriteria,daysnotworking,starttime,closingtime,deliver,deliverytime,minimumdeliveryamount,knowsenglish,whatsapp,address,email,ownername,lstnumber,cstnumber,pannumber,vatnumber,tinnumber,longitude,lattitude,capturestarttime,captureendtime,imeino,imsino,mac,androidid,Date,F48,Start_Time,F50,End_Time,F52,F53,F54
1209,priyanka medical & general store,lof/seller/IMG_20151024_165510.jpg,Yes,0,0,No,,No,2227547767,,koparkhairane,11,bank of Maharashtra,400709,Chemist,Flat,No,Regular,,0,sunday,1.9E+016,1.9E+016,No,1.9E+016,0,Yes,No,shop no.16. fam society,kirana1213@hylosh.com,PRIYANKA KURE,,,,,,73.0084045,19.0950835,2.02E+016,2.02E+016,359000000000000,404000000000000,80:6c:1b:69:c7:e3,bdf1b8f480d9419a,2.02E+016,,0,,0,,0,
1210,rupam medical & general store,lof/seller/IMG_20151024_170354.jpg,Yes,0,0,No,,No,2227548963,,koparkhairane,11,bank of Maharashtra,400709,Chemist,Flat,No,Regular,,0,sunday,1.9E+016,1.9E+016,No,1.9E+016,0,Yes,No,shop no.10. fam society,kirana1214@hylosh.com,P C SHETH,,,,,,73.0082764,19.0952074,2.02E+016,2.02E+016,359000000000000,404000000000000,80:6c:1b:69:c7:e3,bdf1b8f480d9419a,2.02E+016,,0,,0,,0,
1211,mamta supermarket,lof/seller/IMG_20151024_171852.jpg,Yes,9930110520,0,No,,No,0,,koparkhairane,14,gorgeous parlour,400709,Kirana,Flat,No,Regular,,0,all days open,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,neal vaibhav. shop no.4,kirana1215@hylosh.com,BHAWARLAL,,,,,,73.0032508,19.0988239,2.02E+016,2.02E+016,359000000000000,404000000000000,80:6c:1b:69:c7:e3,bdf1b8f480d9419a,2.02E+016,,0,,0,,0,
1212,Mayur Medical and General store,lof/seller/IMG_20151027_145506.jpg,Yes,9967774741,0,Yes,,Yes,0,,Panvel,,Near Sai Mandir,410206,Chemist,Flat,No,Regular,,0,all days open,1.9E+016,1.9E+016,No,1.9E+016,0,Yes,Yes,Charisma Corner,kirana1216@hylosh.com,MAYUR,,,,,,73.1192465,18.988079,2.02E+016,2.02E+016,911000000000000,405000000000000,d8:3c:69:ed:74:2b,e541f06f005c3e5,2.02E+016,,0,,0,,0,
1213,Shree Stores,lof/seller/IMG_20151027_150108.jpg,Yes,9619835149,0,No,,No,0,,Panvel,16,OPP RAILWAY STATION,410206,Kirana,Flat,No,Regular,,0,ALL DAYS OPEN,1.9E+016,1.9E+016,Yes,1.9E+016,100,No,No,ARIHANT CHS SHOP NO 3,kirana1217@hylosh.com,PARAS DEWASI,,,,,,73.1253416,18.9902383,2.02E+016,2.02E+016,911000000000000,405000000000000,no mac addrs,5a103d6e6f43d147,2.02E+016,,0,,0,,0,
1214,Shree Nath Super Market,lof/seller/IMG_20151027_150330.jpg,Yes,8454968566,0,No,,No,0,,Panvel,,Ganga ram Talkies,410206,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,"Yashokunj Society, Shop no.2 Panvel",kirana1218@hylosh.com,SHREENATH,,,,,,73.1187315,18.9880027,2.02E+016,2.02E+016,911000000000000,405000000000000,bc:d1:d3:fd:28:30,aadcca12531bf73f,2.02E+016,,0,,0,,0,
1215,MUMBADEVI SUPER MARKET,lof/seller/IMG_20151027_150716.jpg,Yes,0,0,No,,No,0,,Panvel,15,OPP RAILWAY STATION,410206,Kirana,Flat,No,Regular,,0,ALL DAYS OPEN,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,HARI ASHIRWAD CHS SHOP NO 11,kirana1219@hylosh.com,ARVIND GUPTA,,,,,,73.1248,18.9905966,2.02E+016,2.02E+016,911000000000000,405000000000000,no mac addrs,5a103d6e6f43d147,2.02E+016,,0,,0,,0,
1216,NEW JANTA STORE,lof/seller/IMG_20151027_151018.jpg,Yes,9172172806,9224242546,No,,No,0,,Panvel,15,Opp railway station,410206,Kirana,Flat,No,Regular,,0,ALL DAYS OPEN,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,HARI ASHIRWAD CHS SHOP NO 13,kirana1221@hylosh.com,YUVRAJ,,,,,,73.124665,18.99059,2.02E+016,2.02E+016,911000000000000,405000000000000,no mac addrs,5a103d6e6f43d147,2.02E+016,,0,,0,,0,
1217,YOGESHWAR CHEMIST AND GENERAL STORE,lof/seller/IMG_20151027_151415.jpg,No,0,0,NA,,,0,,NA,,,0,NA,NA,NA,,,0,,1.9E+016,1.9E+016,NA,0,0,,NA,,kirana1222@hylosh.com,,,,,,,0,0,0,2.02E+016,,,,,2.02E+016,,0,,0,,0,
1218,YOGESHWAR CHEMIST AND GENERAL STORE,lof/seller/IMG_20151027_151415.jpg,Yes,8879737171,0,Yes,,Yes,0,,Panvel,15,OPP RAILWAY STATION,410206,Chemist,Flat,No,Regular,,0,ALL DAYS OPEN,1.9E+016,1.9E+016,No,1.9E+016,500,Yes,Yes,SHOP NO 17 A SAI ARCADE,kirana1223@hylosh.com,CHATURTH MANDORA,,,,,,73.1242183,18.990995,2.02E+016,2.02E+016,911000000000000,405000000000000,no mac addrs,5a103d6e6f43d147,2.02E+016,,0,,0,,0,
1219,Nilesh Medical,lof/seller/IMG_20151027_151626.jpg,Yes,7039561241,0,Yes,,Yes,0,,Panvel,,Near Niramay Hospital,410206,Chemist,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,No,1.9E+016,0,Yes,Yes,MCCH Society,kirana1224@hylosh.com,YOGESH NAVDKAR,,,,,,73.1140791,18.9877104,2.02E+016,2.02E+016,911000000000000,405000000000000,d8:3c:69:ed:74:2b,e541f06f005c3e5,2.02E+016,,0,,0,,0,
1221,Jain Medical &General Store,lof/seller/IMG_20151027_152524.jpg,Yes,0,0,No,,No,2222745446,,Panvel,,Opp Dena Bank,410206,Chemist,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,No,1.9E+016,0,Yes,No,"Plot No-157,Midal class CHS",kirana1225@hylosh.com,MR.JAIN,,,,,,73.1136655,18.9877524,2.02E+016,2.02E+016,911000000000000,405000000000000,d8:3c:69:ed:74:2b,e541f06f005c3e5,2.02E+016,,0,,0,,0,
1222,Kirti General Store,lof/seller/IMG_20151027_152429.jpg,Yes,9820683661,0,No,,No,0,,Panvel,,NKGSB Bank,410206,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,"Plots No.149, M.C.C.H Society, Panvel",kirana1226@hylosh.com,PRAVEEN,,,,,,73.1137032,18.9877556,2.02E+016,2.02E+016,911000000000000,405000000000000,bc:d1:d3:fd:28:30,aadcca12531bf73f,2.02E+016,,0,,0,,0,
1223,Nisha Medical,lof/seller/IMG_20151027_153238.jpg,Yes,0,0,No,,No,2227454457,,Panvel,,Dena Bank,410206,Chemist,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,No,1.9E+016,0,Yes,No,"152, M.C.C.H Society, Panvel",kirana1227@hylosh.com,S.P JAIN,,,,,,73.1131816,18.987785,2.02E+016,2.02E+016,911000000000000,405000000000000,bc:d1:d3:fd:28:30,aadcca12531bf73f,2.02E+016,,0,,0,,0,
1224,Swastik Medical,lof/seller/IMG_20151027_153523.jpg,Yes,0,0,Yes,,No,222745204,,Panvel,,MCCH Society,410206,Chemist,Flat,No,Regular,,0,Sunday Closed,1.9E+016,1.9E+016,No,1.9E+016,0,Yes,No,"Plot No-98,Nimkar Building",kirana1228@hylosh.com,B.K.THAKUR,,,,,,73.1129583,18.9875066,2.02E+016,2.02E+016,911000000000000,405000000000000,d8:3c:69:ed:74:2b,e541f06f005c3e5,2.02E+016,,0,,0,,0,
1225,Shree Prasad Kirana Store,lof/seller/IMG_20151027_154018.jpg,Yes,9325275495,0,No,,No,0,,Panvel,,L.G Showroom,410206,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,"Shop No.11, Onesty House, Dr.Babasaheb Ambedkar Road, Panvel",kirana1229@hylosh.com,P.P SAKHARE,,,,,,73.112925,18.9882394,2.02E+016,2.02E+016,911000000000000,405000000000000,bc:d1:d3:fd:28:30,aadcca12531bf73f,2.02E+016,,0,,0,,0,
1226,NOBLE CHEMIST,lof/seller/IMG_20151027_155103.jpg,Yes,0,222748049,No,,No,2227490377,,Panvel,15,OPP RAILWAY STATION,410206,Chemist,Flat,No,Regular,,0,ALL DAYS OPEN,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,OMKAR ARCADE SHOP NO 10,kirana1230@hylosh.com,TRUPTI KARNI,,,,,,73.1230283,18.9916316,2.02E+016,2.02E+016,911000000000000,405000000000000,no mac addrs,5a103d6e6f43d147,2.02E+016,,0,,0,,0,
1227,Housai Medical & General Stores,lof/seller/IMG_20151027_154928.jpg,Yes,9820202882,0,Yes,,Yes,0,,Panvel,,Opp Shivaji Chowk,410206,Chemist,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,No,1.9E+016,0,Yes,Yes,"Anand Nagar,Shivaji Chowk",kirana1231@hylosh.com,VIVEK,,,,,,73.1120943,18.9878111,2.02E+016,2.02E+016,911000000000000,405000000000000,d8:3c:69:ed:74:2b,e541f06f005c3e5,2.02E+016,,0,,0,,0,
1228,HARISH MEDICAL AND GENERAL STORE,lof/seller/IMG_20151027_155520.jpg,Yes,9867168034,0,No,,No,0,,Panvel,15,RAILWAY STATION,410206,Chemist,Flat,No,Regular,,0,ALL DAYS OPEN,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,OMKAR ARCADE SHOP NO 8,kirana1232@hylosh.com,BHAIRAV,,,,,,73.1231233,18.9918533,2.02E+016,2.02E+016,911000000000000,405000000000000,no mac addrs,5a103d6e6f43d147,2.02E+016,,0,,0,,0,
1229,BRAMHANI GENERAL STORE,lof/seller/IMG_20151027_155825.jpg,Yes,8652626509,0,No,,No,0,,Panvel,15,RAILWAY STATION,410206,Kirana,Flat,No,Regular,,0,ALL DAYS OPEN,1.9E+016,1.9E+016,Yes,1.9E+016,500,No,No,"SHOP 6,7 OMKAR ARCADE",kirana1233@hylosh.com,RAMJI PATEL,,,,,,73.1232566,18.9919316,2.02E+016,2.02E+016,911000000000000,405000000000000,no mac addrs,5a103d6e6f43d147,2.02E+016,,0,,0,,0,
1230,NANMA KERALA STORE,lof/seller/IMG_20151027_160544.jpg,Yes,7506856886,0,No,,No,0,,Panvel,17,MARUTI CORNER,410206,Kirana,Flat,No,Regular,,0,All days open,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,MARUTI CORNER SHOP NO 24,kirana1234@hylosh.com,NANMA,,,,,,73.1227333,18.9918966,2.02E+016,2.02E+016,911000000000000,405000000000000,no mac addrs,5a103d6e6f43d147,2.02E+016,,0,,0,,0,
1231,SAI RAJ KIRANA STORE,lof/seller/IMG_20151027_160938.jpg,Yes,9833028404,0,Yes,,Yes,0,,Panvel,17,MARUTI CORNER,410206,Kirana,Flat,No,Regular,,0,All days open,1.9E+016,1.9E+016,No,1.9E+016,0,No,Yes,PANCHSHEEL NAGAR,kirana1235@hylosh.com,BHANUDAS VITTHALRAO WAGHMARE,,,,,,73.122055,18.9928333,2.02E+016,2.02E+016,911000000000000,405000000000000,no mac addrs,5a103d6e6f43d147,2.02E+016,,0,,0,,0,
1232,SANGITA KIRANA STORE,lof/seller/IMG_20151027_161246.jpg,Yes,7039200156,0,No,,No,0,,Panvel,17,MARUTI CORNER,410206,Kirana,Flat,No,Regular,,0,ALL DAYS OPEN,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,PANCHSHEEL NAGAR,kirana1236@hylosh.com,SANGITA,,,,,,73.1215383,18.9925833,2.02E+016,2.02E+016,911000000000000,405000000000000,no mac addrs,5a103d6e6f43d147,2.02E+016,,0,,0,,0,
1233,PARVIN KIRANA STORE,lof/seller/IMG_20151027_161940.jpg,No,0,0,NA,,,0,,NA,,,0,NA,NA,NA,,,0,,1.9E+016,1.9E+016,NA,0,0,,NA,,kirana1237@hylosh.com,,,,,,,0,0,0,2.02E+016,,,,,2.02E+016,,0,,0,,0,
1234,Maharashtra Medical And General Store,lof/seller/IMG_20151027_162150.jpg,Yes,0,0,No,,No,2227874836,,Panvel,,Panvel Police Station,410206,Chemist,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,No,1.9E+016,0,Yes,No,"Silver Apt. Shivaji Road , Opp.Panvel Police Station, Panvel",kirana1238@hylosh.com,CHANDRAKANT,,,,,,73.1097275,18.9878965,2.02E+016,2.02E+016,911000000000000,405000000000000,bc:d1:d3:fd:28:30,aadcca12531bf73f,2.02E+016,,0,,0,,0,
1235,PARVIN KIRANA STORE,lof/seller/IMG_20151027_161940.jpg,Yes,9892196629,0,No,,No,0,,Panvel,17,MARUTI CORNER,410206,Kirana,Flat,No,Regular,,0,ALL DAYS OPEN,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,PANCHSHEEL NAGAR,kirana1239@hylosh.com,PARVIN DILAWAR ALAM,,,,,,73.12115,18.99318,2.02E+016,2.02E+016,911000000000000,405000000000000,no mac addrs,5a103d6e6f43d147,2.02E+016,,0,,0,,0,
1236,Dave Deshi Aushadhi Bhandar,lof/seller/IMG_20151027_162115.jpg,Yes,9220504366,0,Yes,,Yes,0,,Panvel,,Virupaksha Mandie,410206,Chemist,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,No,1.9E+016,0,Yes,Yes,"Shop No-696,Shivaji Road",kirana1240@hylosh.com,D.N.DAVE,,,,,,73.1103608,18.9878454,2.02E+016,2.02E+016,911000000000000,405000000000000,d8:3c:69:ed:74:2b,e541f06f005c3e5,2.02E+016,,0,,0,,0,
1237,Sharda General Store,lof/seller/IMG_20151027_162811.jpg,Yes,0,0,No,,No,0,,Panvel,14,URBAN HEALTH CENTER,410206,Kirana,Flat,No,Regular,,0,ALL DAYS OPEN,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,E1-4/C SHOP NO 2,kirana1241@hylosh.com,SHANKAR MANE,,,,,,73.0972366,19.0178083,2.02E+016,2.02E+016,911000000000000,405000000000000,no mac addrs,5a103d6e6f43d147,2.02E+016,,0,,0,,0,
1238,M/s Shankar Vishnu Dharap & Company,lof/seller/IMG_20151027_162744.jpg,Yes,0,0,No,,No,2227452627,,Panvel,,Opp Janta Market,410206,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,No,1.9E+016,0,Yes,No,"Tilak Road , Old Panvel",kirana1242@hylosh.com,MR.DHARAP,,,,,,73.1093527,18.9875222,2.02E+016,2.02E+016,911000000000000,405000000000000,d8:3c:69:ed:74:2b,e541f06f005c3e5,2.02E+016,,0,,0,,0,
1239,Shivam Medical And General Store,lof/seller/IMG_20151027_163239.jpg,Yes,9819879754,0,No,,No,2227454349,,Panvel,,Janta Market,410206,Chemist,Flat,No,Regular,,0,Sunday Closed,1.9E+016,1.9E+016,No,1.9E+016,0,Yes,No,"Samarth Niwas Apt. Joshi Ali, Panvel",kirana1243@hylosh.com,UMESH TIWARI,,,,,,73.1093111,18.9872248,2.02E+016,2.02E+016,911000000000000,405000000000000,bc:d1:d3:fd:28:30,aadcca12531bf73f,2.02E+016,,0,,0,,0,
1240,DEEPALI GENERAL STORES,lof/seller/IMG_20151027_163227.jpg,Yes,8898668447,0,No,,No,0,,Panvel,14,URBAN HEALTH CENTER,410206,Kirana,Flat,No,Regular,,0,ALL DAYS OPEN,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,E1- 9/ C2,kirana1244@hylosh.com,,,,,,,73.1244466,18.9945566,2.02E+016,2.02E+016,911000000000000,405000000000000,no mac addrs,5a103d6e6f43d147,2.02E+016,,0,,0,,0,
1241,SHIDDHI STATIONERY ELECTRICALS AND GENERAL STORE,lof/seller/IMG_20151027_163604.jpg,Yes,8425022290,0,Yes,,No,0,,Panvel,13,URBAN HEALTH CENTER,410206,Kirana,Flat,No,Regular,,0,ALL DAYS OPEN,1.9E+016,1.9E+016,No,1.9E+016,0,Yes,No,BUILDING NO A1 SHOP NO 4,kirana1245@hylosh.com,KAVERI PAWAR,,,,,,73.1225774,18.9953008,2.02E+016,2.02E+016,911000000000000,405000000000000,no mac addrs,5a103d6e6f43d147,2.02E+016,,0,,0,,0,
1242,Rajesh General Store,lof/seller/IMG_20151027_163918.jpg,Yes,0,0,No,,No,2227452014,,Panvel,,Juna Bhaji Market,410206,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,No,1.9E+016,0,Yes,No,"Shop No-34,Juna Bhaji Market",kirana1246@hylosh.com,RAJESH,,,,,,73.1101493,18.9858445,2.02E+016,2.02E+016,911000000000000,405000000000000,d8:3c:69:ed:74:2b,e541f06f005c3e5,2.02E+016,,0,,0,,0,
1243,JAY AMBE GENERAL STORE,lof/seller/IMG_20151027_164148.jpg,Yes,9920710266,0,No,,No,0,,Panvel,13,URBAN HEALTH CENTER,410206,Kirana,Flat,No,Regular,,0,All days open,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,A1/8,kirana1247@hylosh.com,GANESH CHAUDHARY,,,,,,73.1251116,18.9947183,2.02E+016,2.02E+016,,,,,2.02E+016,,0,,0,,0,
1244,Navrang Kirana Store,lof/seller/IMG_20151027_164324.jpg,Yes,9324215380,0,Yes,,Yes,0,,Panvel,,Balaji Mandir,410206,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,No,1.9E+016,0,No,Yes,"Shop No.3, Juna Bhaji Market, Panvel",kirana1248@hylosh.com,CHAUDHARY,,,,,,73.1102292,18.9857535,2.02E+016,2.02E+016,911000000000000,405000000000000,bc:d1:d3:fd:28:30,aadcca12531bf73f,2.02E+016,,0,,0,,0,
1245,Bhau Korde Super Shop,lof/seller/IMG_20151027_164536.jpg,Yes,0,0,No,,No,223267878,,Panvel,,Opp Punchmukhi Hanuman Mandir,410206,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,No,1.9E+016,0,Yes,No,"Juna Bhaji Market,",kirana1249@hylosh.com,MR.KORDE,,,,,,73.1103622,18.9858789,2.02E+016,2.02E+016,911000000000000,405000000000000,d8:3c:69:ed:74:2b,e541f06f005c3e5,2.02E+016,,0,,0,,0,
1246,KRISHNA GENERAL STORE,lof/seller/IMG_20151027_164454.jpg,Yes,9920716427,0,No,,No,0,,Panvel,13,URBAN HEALTH CENTER,410206,Kirana,Flat,No,Regular,,0,ALL DAYS OPEN,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,A-17/1,kirana1250@hylosh.com,ASLARAM CHAUDHARY,,,,,,73.1256215,18.9962037,2.02E+016,2.02E+016,911000000000000,405000000000000,no mac addrs,5a103d6e6f43d147,2.02E+016,,0,,0,,0,
1247,Krishna Super Market,lof/seller/IMG_20151027_165104.jpg,Yes,9987642451,0,No,,No,0,,Panvel,,Nagar Palika Complex,410206,Kirana,Flat,No,Regular,,0,Sunday Closed,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,"Juna Bhaji Market, Shivaji Raod, Panvel",kirana1251@hylosh.com,BHIMJI RAJPUT,,,,,,73.1105106,18.9861299,2.02E+016,2.02E+016,911000000000000,405000000000000,bc:d1:d3:fd:28:30,aadcca12531bf73f,2.02E+016,,0,,0,,0,
1248,SHREE PRASAD SUPER MARKET,lof/seller/IMG_20151027_165031.jpg,Yes,0,0,No,,No,2227482617,,Panvel,13,URBAN HEALTH CENTER,410206,Kirana,Flat,No,Regular,,0,ALL DAYS OPEN,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,A-13/1,kirana1252@hylosh.com,K B VIDHATE,,,,,,73.1256215,18.9962037,2.02E+016,2.02E+016,911000000000000,405000000000000,no mac addrs,5a103d6e6f43d147,2.02E+016,,0,,0,,0,
1249,LOKESH GENERAL STORE,lof/seller/IMG_20151027_165742.jpg,No,0,0,NA,,,0,,NA,,,0,NA,NA,NA,,,0,,1.9E+016,1.9E+016,NA,0,0,,NA,,kirana1253@hylosh.com,,,,,,,0,0,0,2.02E+016,,,,,2.02E+016,,0,,0,,0,
1250,LOKESH GENERAL STORE,lof/seller/IMG_20151027_165742.jpg,Yes,9819099731,0,No,,No,0,,Panvel,13,URBAN HEALTH CENTER,410206,Kirana,Flat,No,Regular,,0,All days open,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,A-54,kirana1254@hylosh.com,RAJENDRA SUPE,,,,,,73.1256215,18.9962037,2.02E+016,2.02E+016,911000000000000,405000000000000,no mac addrs,5a103d6e6f43d147,2.02E+016,,0,,0,,0,
1251,New Kuber Traders,lof/seller/IMG_20151027_165604.jpg,Yes,9820738726,0,Yes,,Yes,0,,Panvel,,Opp Hanuman Mandir,410206,Kirana,Flat,No,Big,,0,Sunday,1.9E+016,1.9E+016,No,1.9E+016,0,Yes,Yes,Mahanagarpalika Shopping Complex,kirana1255@hylosh.com,CHAUDHRY,,,,,,73.1109351,18.9861476,2.02E+016,2.02E+016,911000000000000,405000000000000,d8:3c:69:ed:74:2b,e541f06f005c3e5,2.02E+016,,0,,0,,0,
1252,VAIBHAVLAXMI KIRANA STORE,lof/seller/IMG_20151027_170027.jpg,Yes,9221919983,0,No,,No,0,,Panvel,13,URBAN HEALTH CENTER,410206,Kirana,Flat,Yes,Regular,,2,ALL DAYS OPEN,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,A-54/6,kirana1256@hylosh.com,RAM PAWAR,,,,,,73.127565,18.9958,2.02E+016,2.02E+016,911000000000000,405000000000000,no mac addrs,5a103d6e6f43d147,2.02E+016,,0,,0,,0,
